id,age,province,marital_status,employment_income,num_t4_slips,self_employed,business_structure,industry,business_revenue,years_in_business,gst_registered,investment_income,num_t5_slips,pension_income,num_t4a_slips,rrsp_withdrawal,student_status,tuition_paid,has_children,num_dependents,residency_status,arrival_year,ei_received,social_assistance,disability_benefit,rent_paid,property_tax,major_life_event,income_type_count,hours_worked_per_week,owns_home,moved_province_this_year,has_capital_gains,num_business_employees,recommended_form
7786,45,QC,single,91329,2,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,resident,,no,no,no,12692,0,married,1,41,no,no,no,0,RC66
7787,55,AB,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2024,no,no,no,7471,0,none,0,0,no,no,yes,0,RC151
7788,24,ON,married,16669,1,no,none,,0,0,no,14952,2,0,0,0,no,0,no,0,resident,,no,yes,no,15977,0,moved_province,2,13,no,yes,no,0,T1
7789,37,NS,single,9304,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,7937,0,moved_province,1,42,no,yes,no,0,T1
7790,22,AB,common_law,125793,2,no,none,,0,0,no,9260,0,0,0,0,no,0,no,0,resident,,yes,no,no,0,0,moved_province,2,28,no,yes,no,0,T1
7791,48,AB,common_law,103663,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,4262,0,married,1,17,yes,no,yes,0,T1
7792,68,ON,single,34903,3,yes,sole_prop,carpentry,34983,12,no,1774,0,17512,1,0,no,0,no,0,resident,,no,no,no,0,0,new_child,4,24,no,no,no,35,T2125
7793,25,SK,single,111617,2,no,none,,0,0,no,4960,2,0,0,0,yes,11324,no,0,resident,,no,no,no,5148,0,moved_province,2,13,yes,yes,no,0,T2202
7794,79,SK,single,25408,3,no,none,,0,0,no,0,0,39064,0,0,no,0,yes,2,resident,,no,no,no,11387,0,none,2,36,yes,no,yes,0,T4RIF
7795,43,BC,common_law,0,0,no,none,,0,0,no,0,0,0,0,19145,no,0,yes,1,newcomer,2023,no,no,no,0,3295,none,1,0,no,no,yes,0,RC151
7796,41,QC,common_law,77214,1,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,resident,,no,no,no,0,0,job_change,1,28,yes,no,no,0,RC66
7797,84,AB,single,122372,0,no,none,,0,0,no,0,0,29585,2,0,no,0,no,0,resident,,no,no,no,6317,0,new_child,2,36,yes,no,no,0,T4RIF
7798,47,ON,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2023,no,no,no,0,0,moved_province,0,0,yes,yes,no,0,RC151
7799,32,MB,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2024,no,no,no,23234,0,married,0,0,no,no,no,0,RC151
7800,57,SK,single,140609,3,no,none,,0,0,no,0,0,0,0,9810,no,0,no,0,resident,,no,no,no,0,0,none,2,49,yes,no,no,0,T1
7801,55,ON,married,0,0,no,none,,0,0,no,1494,1,0,0,0,no,0,no,0,newcomer,2022,no,no,no,0,0,none,1,0,yes,no,no,0,RC151
7802,54,QC,single,84921,3,yes,sole_prop,finance,123719,9,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,6166,0,none,2,33,no,no,no,11,T2125
7803,34,AB,married,33721,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,1,47,no,yes,no,0,T1
7804,44,,common_law,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,non_resident,,no,no,no,0,5618,none,0,0,yes,no,no,0,NR4
7805,40,BC,single,91998,1,no,none,,0,0,no,858,1,0,0,0,no,0,yes,1,resident,,no,no,no,0,0,job_change,2,14,yes,no,no,0,RC66
7806,18,ON,married,50718,0,no,none,,0,0,no,6016,0,0,0,0,no,0,no,0,resident,,no,no,no,7245,0,none,2,45,no,no,no,0,T1
7807,19,NS,married,101909,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,married,1,33,yes,no,no,0,T1
7808,31,MB,married,103015,0,no,none,,0,0,no,9993,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,new_child,2,39,no,no,no,0,T1
7809,43,QC,single,61822,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,11167,0,married,1,35,yes,no,no,0,T1
7810,83,QC,single,98469,2,no,none,,0,0,no,0,0,13703,1,16019,no,0,no,0,resident,,no,no,no,0,0,none,3,43,no,no,no,0,T4RIF
7811,28,BC,single,113009,2,no,none,,0,0,no,10780,1,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,27,no,no,no,0,T1
7812,50,ON,single,45721,0,no,none,,0,0,no,3189,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,job_change,2,39,yes,no,no,0,T1
7813,66,AB,single,0,0,no,none,,0,0,no,14662,2,0,0,0,no,0,no,0,newcomer,2024,no,no,no,20364,0,married,1,0,no,no,no,0,RC151
7814,25,QC,single,61700,0,no,none,,0,0,no,0,0,0,0,0,yes,2773,no,0,resident,,no,no,no,0,0,none,1,21,yes,no,no,0,T2202
7815,83,ON,single,39352,2,no,none,,0,0,no,0,0,7045,2,7030,no,0,no,0,resident,,no,no,no,0,1844,none,3,54,no,no,no,0,T4RIF
7816,56,NS,common_law,52293,2,no,none,,0,0,no,3931,1,0,0,0,no,0,no,0,resident,,no,yes,no,10157,0,moved_province,2,40,yes,yes,yes,0,T1
7817,65,AB,single,69129,3,no,none,,0,0,no,0,0,11187,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,12,yes,no,yes,0,T4RIF
7818,38,QC,single,53606,3,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,resident,,no,no,no,0,0,new_child,1,10,yes,no,no,0,RC66
7819,26,QC,common_law,13472,1,no,none,,0,0,no,12494,0,0,0,0,no,0,no,0,resident,,no,no,no,22489,1825,none,2,22,yes,no,no,0,T1
7820,75,QC,common_law,127662,2,no,none,,0,0,no,0,0,1200,2,0,no,0,no,0,resident,,no,no,no,19010,0,new_child,2,37,yes,no,no,0,T4RIF
7821,47,MB,single,18414,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,23205,0,none,1,39,yes,no,yes,0,T1
7822,31,MB,married,129304,2,yes,sole_prop,design,27329,11,yes,0,0,0,0,0,no,0,no,0,resident,,no,no,no,8996,0,moved_province,2,36,no,yes,no,1,T2125
7823,38,QC,single,67715,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,30,no,no,no,0,T1
7824,33,,common_law,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,no,no,no,0,3919,new_child,0,0,no,no,no,0,NR4
7825,40,ON,married,77577,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,25,yes,no,yes,0,T1
7826,53,BC,married,134617,3,no,corporation,construction,664571,9,no,12408,2,0,0,0,no,0,no,0,resident,,no,no,no,0,6428,job_change,2,59,no,no,no,20,T2
7827,55,SK,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2024,no,no,no,0,4232,married,0,0,no,no,no,0,RC151
7828,73,SK,married,61939,2,no,none,,0,0,no,6983,1,11361,1,0,no,0,no,0,resident,,no,no,no,0,0,none,3,34,yes,no,no,0,T4RIF
7829,37,ON,single,32481,0,no,none,,0,0,no,4475,0,0,0,0,no,0,no,0,resident,,no,no,no,6766,5671,job_change,2,29,yes,no,yes,0,T1
7830,38,BC,single,121590,3,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,resident,,no,yes,no,6619,0,none,1,35,no,no,no,0,RC66
7831,84,NS,single,148412,0,no,none,,0,0,no,0,0,34051,1,0,no,0,no,0,resident,,no,no,no,0,0,job_change,2,21,yes,no,no,0,T4RIF
7832,28,ON,common_law,64458,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,11627,0,new_child,1,35,no,no,no,0,T1
7833,52,NS,single,84978,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,18012,0,job_change,1,56,no,no,no,0,T1
7834,44,MB,single,35708,3,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,resident,,no,no,no,0,0,moved_province,1,27,no,yes,no,0,RC66
7835,53,MB,single,87507,1,yes,sole_prop,photography,31574,3,no,2454,0,0,0,0,no,0,no,0,resident,,no,no,no,12390,0,none,3,29,no,no,no,12,T2125
7836,62,MB,married,94165,3,yes,sole_prop,retail,129857,1,no,0,0,22292,0,0,no,0,no,0,resident,,no,no,no,0,0,none,3,11,yes,no,yes,17,T2125
7837,74,,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,non_resident,,no,no,no,21316,0,married,0,0,yes,no,no,0,NR4
7838,66,NS,single,30418,3,no,none,,0,0,no,3247,2,8517,0,0,no,0,yes,2,resident,,no,no,no,0,0,job_change,3,31,yes,no,no,0,T4RIF
7839,77,NS,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,newcomer,2023,yes,no,no,23900,4604,none,0,0,yes,no,no,0,RC151
7840,48,MB,single,85458,0,yes,sole_prop,delivery,20762,1,no,0,0,0,0,0,no,0,yes,2,resident,,no,no,no,8604,0,moved_province,2,37,yes,yes,no,9,T2125
7841,26,,single,0,0,no,none,,0,0,no,14274,1,0,0,0,no,0,no,0,non_resident,,no,no,no,0,0,none,1,0,no,no,no,0,NR4
7842,56,BC,single,46633,0,no,none,,0,0,no,6607,1,0,0,0,no,0,no,0,resident,,no,no,no,21221,0,none,2,17,no,no,yes,0,T1
7843,42,,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,no,no,no,0,0,none,0,0,no,no,yes,0,NR4
7844,69,SK,married,69751,0,no,none,,0,0,no,4080,2,6029,2,0,no,0,no,0,resident,,no,no,no,0,0,none,3,22,yes,no,no,0,T4RIF
7845,62,NS,married,145075,1,no,none,,0,0,no,14473,2,11274,2,0,no,0,no,0,resident,,no,no,no,20459,0,none,3,11,yes,no,no,0,T4RIF
7846,32,NS,single,100320,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,resident,,yes,no,no,0,0,moved_province,1,14,yes,yes,no,0,RC66
7847,32,AB,single,58677,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,9973,0,job_change,1,15,no,no,no,0,T1
7848,21,BC,single,145745,2,no,none,,0,0,no,12842,2,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,39,yes,no,no,0,T1
7849,79,QC,single,50542,2,no,none,,0,0,no,0,0,31236,1,0,no,0,no,0,resident,,no,no,no,18632,4032,moved_province,2,41,no,yes,no,0,T4RIF
7850,26,MB,single,116656,1,no,none,,0,0,no,3070,0,0,0,0,no,0,no,0,resident,,no,no,no,0,2009,none,2,17,no,no,no,0,T1
7851,59,AB,single,104241,1,no,none,,0,0,no,2845,0,0,0,0,no,0,no,0,resident,,no,no,no,16860,0,none,2,26,yes,no,no,0,T1
7852,80,BC,common_law,85495,2,no,none,,0,0,no,0,0,38483,0,0,no,0,no,0,resident,,no,no,no,0,0,new_child,2,30,yes,no,no,0,T4RIF
7853,70,ON,single,13131,2,no,none,,0,0,no,0,0,5040,0,0,no,0,no,0,resident,,no,no,no,11343,0,new_child,2,10,yes,no,no,0,T4RIF
7854,34,MB,common_law,85950,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,46,no,no,yes,0,T1
7855,23,AB,married,80818,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,yes,no,no,0,0,new_child,1,41,no,no,no,0,T1
7856,83,,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,no,no,no,0,0,none,0,0,yes,no,no,0,NR4
7857,44,NS,single,36769,2,no,corporation,consulting,198063,4,no,0,0,0,0,0,no,0,yes,2,resident,,yes,no,no,0,5100,new_child,1,21,no,no,no,12,T2
7858,26,MB,single,132345,1,no,none,,0,0,no,5006,2,0,0,0,no,0,yes,2,resident,,no,no,no,12915,0,new_child,2,35,yes,no,no,0,RC66
7859,57,AB,single,144400,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,4206,0,moved_province,1,13,no,yes,no,0,T1
7860,23,BC,married,35129,1,no,none,,0,0,no,6702,0,0,0,0,yes,14828,no,0,resident,,no,no,no,0,0,none,2,29,yes,no,no,0,T2202
7861,37,NS,married,129850,2,no,corporation,finance,349588,7,yes,0,0,0,0,3234,no,0,no,0,resident,,no,no,no,0,0,none,2,42,no,no,no,43,T2
7862,49,ON,common_law,23494,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,54,yes,no,yes,0,T1
7863,27,MB,common_law,94524,1,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,resident,,no,no,no,15732,0,moved_province,1,29,yes,yes,no,0,RC66
7864,61,NS,married,0,0,no,none,,0,0,no,5846,1,0,0,0,no,0,no,0,newcomer,2024,no,no,no,0,3671,none,1,0,yes,no,no,0,RC151
7865,71,SK,common_law,145128,3,no,none,,0,0,no,13001,1,37348,2,0,no,0,no,0,resident,,no,no,no,0,1287,moved_province,3,40,yes,yes,no,0,T4RIF
7866,67,NS,married,140931,2,no,none,,0,0,no,0,0,21149,2,0,no,0,no,0,resident,,no,no,no,21638,6034,none,2,34,no,no,no,0,T4RIF
7867,53,NS,single,2356,2,no,none,,0,0,no,5568,2,0,0,0,no,0,yes,2,resident,,no,no,no,0,0,job_change,2,29,no,no,yes,0,RC66
7868,38,MB,common_law,10375,3,yes,sole_prop,manufacturing,8307,7,yes,7464,1,0,0,0,no,0,no,0,resident,,no,no,no,4720,0,none,3,26,no,no,no,34,T2125
7869,50,SK,married,52771,1,no,corporation,photography,971709,10,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,24,yes,no,no,21,T2
7870,58,BC,single,84382,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,yes,no,no,0,0,none,1,34,yes,no,no,0,T1
7871,32,QC,married,40823,3,no,none,,0,0,no,11384,1,0,0,0,no,0,no,0,resident,,no,no,no,11880,0,none,2,38,no,no,no,0,T1
7872,58,ON,single,117565,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,yes,no,0,0,none,1,51,no,no,no,0,T1
7873,84,QC,single,0,0,no,none,,0,0,no,4017,1,0,0,0,no,0,no,0,newcomer,2023,no,no,no,15940,0,job_change,1,0,yes,no,yes,0,RC151
7874,36,MB,married,122379,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,job_change,1,17,no,no,yes,0,T1
7875,18,MB,single,117579,1,no,corporation,design,515515,13,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,job_change,1,24,yes,no,yes,24,T2
7876,40,ON,single,0,0,no,none,,0,0,no,8400,1,0,0,0,no,0,no,0,newcomer,2023,no,no,no,0,0,none,1,0,yes,no,yes,0,RC151
7877,46,MB,common_law,14707,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,48,yes,no,no,0,T1
7878,77,QC,married,74572,3,no,none,,0,0,no,0,0,15135,1,0,no,0,yes,1,resident,,no,no,yes,16547,0,none,2,33,no,no,no,0,T4RIF
7879,28,,single,0,0,no,none,,0,0,no,0,0,0,0,0,yes,5829,yes,1,non_resident,,no,no,no,9373,0,none,0,0,no,no,no,0,NR4
7880,34,MB,single,123273,0,no,none,,0,0,no,14370,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,24,no,no,no,0,T1
7881,49,MB,single,26120,1,no,none,,0,0,no,11338,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,11,no,no,no,0,T1
7882,26,SK,common_law,107012,3,no,none,,0,0,no,9409,2,0,0,14516,yes,13408,no,0,resident,,no,no,no,0,0,moved_province,3,41,yes,yes,yes,0,T2202
7883,72,AB,common_law,71290,0,no,none,,0,0,no,0,0,5176,2,0,no,0,no,0,resident,,no,no,no,20391,3994,none,2,44,yes,no,yes,0,T4RIF
7884,21,QC,single,47579,2,no,none,,0,0,no,0,0,0,0,0,yes,12286,no,0,resident,,yes,no,no,0,0,none,1,37,yes,no,no,0,T2202
7885,68,AB,married,123993,0,yes,sole_prop,landscaping,207606,4,no,0,0,5107,0,0,no,0,no,0,resident,,no,no,no,0,0,none,3,11,no,no,no,46,T2125
7886,18,ON,married,25871,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,yes,no,19896,0,none,1,31,no,no,no,0,T1
7887,71,NS,married,148339,1,no,none,,0,0,no,8706,1,8593,1,0,no,0,no,0,resident,,no,no,no,0,0,none,3,28,no,no,no,0,T4RIF
7888,65,QC,single,65029,0,no,none,,0,0,no,10920,0,9159,2,0,no,0,no,0,resident,,no,no,no,0,0,none,3,32,no,no,no,0,T4RIF
7889,51,,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,non_resident,,no,no,no,16835,0,none,0,0,no,no,no,0,NR4
7890,71,MB,married,0,0,no,none,,0,0,no,9016,1,0,0,0,no,0,no,0,newcomer,2022,yes,no,no,9476,0,none,1,0,yes,no,no,0,RC151
7891,71,MB,single,75386,1,no,none,,0,0,no,4349,2,22187,1,0,no,0,no,0,resident,,no,no,no,0,0,none,3,19,yes,no,no,0,T4RIF
7892,19,NS,single,83248,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,job_change,1,53,yes,no,no,0,T1
7893,48,NS,married,1513,2,yes,sole_prop,retail,194865,10,yes,0,0,0,0,0,no,0,no,0,resident,,no,no,no,8377,0,moved_province,2,11,yes,yes,no,19,T2125
7894,74,MB,single,48145,3,no,none,,0,0,no,0,0,10153,2,0,no,0,yes,1,resident,,no,no,no,0,0,none,2,28,yes,no,no,0,T4RIF
7895,64,MB,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2023,no,no,no,0,0,job_change,0,0,no,no,no,0,RC151
7896,53,MB,married,116423,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,new_child,1,40,yes,no,no,0,T1
7897,30,ON,single,140778,2,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,resident,,no,no,no,9418,0,none,1,31,yes,no,no,0,RC66
7898,64,AB,married,66077,0,yes,sole_prop,landscaping,178896,3,no,11207,0,37196,0,0,no,0,yes,2,resident,,no,no,no,0,0,none,4,15,yes,no,no,9,T2125
7899,34,BC,married,33578,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,1,42,no,yes,no,0,T1
7900,63,SK,single,119127,3,no,corporation,software,470181,14,yes,0,0,27142,2,0,no,0,no,0,resident,,no,no,no,21574,2585,none,2,29,no,no,no,45,T2
7901,71,MB,married,21194,0,yes,sole_prop,finance,210925,3,no,0,0,8605,0,0,no,0,yes,2,resident,,no,no,no,0,0,none,3,28,yes,no,yes,40,T2125
7902,48,QC,married,0,0,no,none,,0,0,no,504,1,0,0,0,no,0,no,0,newcomer,2024,no,no,no,0,0,none,1,0,no,no,no,0,RC151
7903,79,SK,married,108100,0,no,none,,0,0,no,0,0,23555,1,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,2,46,yes,yes,yes,0,T4RIF
7904,76,BC,single,34168,2,no,none,,0,0,no,0,0,32515,1,0,no,0,no,0,resident,,no,no,no,19435,0,job_change,2,56,yes,no,no,0,T4RIF
7905,54,SK,single,0,0,no,none,,0,0,no,14852,2,0,0,0,no,0,no,0,newcomer,2022,no,no,no,23175,0,none,1,0,yes,no,yes,0,RC151
7906,28,QC,single,40961,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,11900,0,job_change,1,14,yes,no,no,0,T1
7907,68,QC,married,37183,1,no,none,,0,0,no,0,0,125,1,0,no,0,no,0,resident,,no,no,no,23902,0,moved_province,2,19,no,yes,no,0,T4RIF
7908,69,MB,married,27163,1,no,none,,0,0,no,0,0,1897,2,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,2,40,yes,yes,no,0,T4RIF
7909,78,BC,single,135612,1,no,none,,0,0,no,4765,1,7370,1,0,no,0,no,0,resident,,no,no,no,0,5656,none,3,51,yes,no,no,0,T4RIF
7910,41,MB,single,74384,3,yes,sole_prop,finance,181131,14,no,0,0,0,0,0,no,0,no,0,resident,,yes,no,no,15242,0,job_change,2,33,yes,no,no,40,T2125
7911,58,MB,married,129907,1,no,none,,0,0,no,13415,2,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,2,37,no,yes,yes,0,T1
7912,74,AB,married,112360,2,no,none,,0,0,no,0,0,82,2,0,no,0,no,0,resident,,no,no,no,0,0,none,2,18,no,no,no,0,T4RIF
7913,57,NS,single,79344,1,yes,sole_prop,software,52053,13,yes,0,0,0,0,0,no,0,no,0,resident,,no,no,no,21080,0,none,2,21,yes,no,no,40,T2125
7914,27,NS,single,35164,2,no,none,,0,0,no,14160,2,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,2,43,yes,yes,no,0,T1
7915,61,NS,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2024,no,no,no,0,0,none,0,0,no,no,yes,0,RC151
7916,62,ON,single,17406,0,yes,sole_prop,manufacturing,23634,2,yes,0,0,26856,2,0,no,0,no,0,resident,,no,yes,no,14014,4828,none,3,39,yes,no,no,23,T2125
7917,47,NS,common_law,76573,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,21697,0,none,1,37,no,no,no,0,T1
7918,23,MB,single,80681,1,no,none,,0,0,no,11357,1,0,0,0,no,0,no,0,resident,,no,no,no,0,0,married,2,10,yes,no,no,0,T1
7919,32,BC,married,431,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,19,no,no,no,0,T1
7920,45,AB,single,8918,0,no,corporation,photography,835729,4,no,0,0,0,0,0,no,0,yes,1,resident,,no,no,no,0,0,none,1,18,no,no,yes,23,T2
7921,46,QC,single,102546,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,51,no,no,no,0,T1
7922,64,MB,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2024,no,no,yes,21949,0,moved_province,0,0,no,yes,no,0,RC151
7923,70,QC,single,41715,1,yes,sole_prop,software,63867,7,no,0,0,35833,1,0,no,0,no,0,resident,,no,no,no,8968,0,none,3,48,yes,no,no,16,T2125
7924,73,SK,single,71783,1,no,none,,0,0,no,6624,0,32573,2,0,no,0,no,0,resident,,no,no,no,0,0,none,3,55,yes,no,no,0,T4RIF
7925,59,MB,single,120149,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,23280,0,none,1,44,no,no,no,0,T1
7926,78,QC,single,51364,2,no,none,,0,0,no,0,0,4711,0,0,no,0,no,0,resident,,no,no,no,7460,0,none,2,23,yes,no,no,0,T4RIF
7927,77,NS,single,74783,2,no,none,,0,0,no,0,0,39150,0,0,no,0,no,0,resident,,yes,no,no,0,1558,none,2,46,no,no,no,0,T4RIF
7928,57,MB,single,96446,2,no,none,,0,0,no,7194,1,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,12,no,no,no,0,T1
7929,69,AB,single,43143,3,no,none,,0,0,no,0,0,33138,0,0,no,0,no,0,resident,,yes,no,no,0,0,none,2,32,no,no,no,0,T4RIF
7930,22,QC,single,114344,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,yes,no,no,0,0,job_change,1,38,yes,no,no,0,T1
7931,66,BC,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,newcomer,2023,no,no,no,20145,0,none,0,0,no,no,no,0,RC151
7932,57,ON,single,4429,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,yes,0,0,moved_province,1,46,yes,yes,no,0,T1
7933,46,BC,single,115043,1,no,none,,0,0,no,3625,2,0,0,0,no,0,yes,2,resident,,no,yes,no,0,6119,moved_province,2,41,no,yes,no,0,RC66
7934,39,QC,single,95797,1,no,none,,0,0,no,8455,2,0,0,0,no,0,no,0,resident,,no,no,no,6814,0,none,2,46,no,no,no,0,T1
7935,49,MB,single,109515,3,yes,sole_prop,photography,104717,9,no,14465,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,3,32,yes,no,no,0,T2125
7936,58,ON,single,45516,0,yes,sole_prop,finance,249175,14,no,12603,2,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,3,49,no,no,no,30,T2125
7937,65,ON,common_law,114355,1,no,none,,0,0,no,0,0,10634,2,0,no,0,no,0,resident,,no,no,no,0,0,none,2,40,no,no,no,0,T4RIF
7938,75,MB,married,48439,2,no,none,,0,0,no,0,0,28159,1,0,no,0,yes,1,resident,,no,no,no,0,5398,none,2,31,yes,no,no,0,T4RIF
7939,49,ON,married,119625,3,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,resident,,no,no,no,0,0,married,1,56,yes,no,no,0,RC66
7940,82,AB,married,1353,3,no,none,,0,0,no,6249,1,36541,0,0,no,0,no,0,resident,,no,no,no,13714,0,none,3,37,no,no,no,0,T4RIF
7941,34,ON,married,60792,1,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,resident,,no,no,no,0,0,none,1,15,no,no,no,0,RC66
7942,66,AB,single,57425,0,yes,sole_prop,manufacturing,53928,1,yes,0,0,22610,2,0,no,0,yes,2,resident,,no,no,no,6185,0,none,3,27,no,no,no,4,T2125
7943,44,ON,single,107590,0,no,none,,0,0,no,8883,0,0,0,0,no,0,yes,1,resident,,yes,no,no,21605,4230,none,2,15,no,no,yes,0,RC66
7944,37,BC,married,0,0,no,none,,0,0,no,4736,0,0,0,0,no,0,no,0,newcomer,2022,no,no,yes,0,0,married,1,0,no,no,yes,0,RC151
7945,66,NS,married,118666,3,no,none,,0,0,no,5607,1,7258,2,0,no,0,no,0,resident,,yes,no,no,22554,0,none,3,40,yes,no,no,0,T4RIF
7946,25,ON,single,134107,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,new_child,1,45,no,no,no,0,T1
7947,72,QC,single,119828,3,no,none,,0,0,no,0,0,654,2,0,no,0,yes,2,resident,,yes,no,no,0,0,new_child,2,42,no,no,no,0,T4RIF
7948,49,ON,single,68196,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,15960,0,new_child,1,52,no,no,yes,0,T1
7949,46,,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,no,no,no,0,0,moved_province,0,0,yes,yes,no,0,NR4
7950,62,SK,married,0,0,no,none,,0,0,no,4194,2,0,0,0,no,0,no,0,newcomer,2022,yes,no,no,0,0,none,1,0,no,no,no,0,RC151
7951,52,AB,single,122107,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,yes,no,no,0,0,none,1,42,yes,no,no,0,T1
7952,62,ON,single,14499,0,yes,sole_prop,delivery,200991,7,no,0,0,9462,1,0,no,0,yes,2,resident,,no,no,no,0,0,moved_province,3,39,no,yes,yes,40,T2125
7953,27,BC,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2024,no,no,no,0,0,married,0,0,no,no,no,0,RC151
7954,56,NS,married,24399,2,no,none,,0,0,no,8424,1,0,0,0,no,0,no,0,resident,,no,no,no,14475,0,moved_province,2,10,no,yes,no,0,T1
